node_id,node_name,node_kind,inst_name,cell_name,port_name,io_type,is_sequential_cell,is_buffer_cell,is_inverter_cell,is_clock_pin,is_endpoint,x_um,y_um,inst_x_um,inst_y_um,cell_area_um2,port_cap_max_f,port_cap_min_f
399,_485_/A,iterm,_485_,OAI221_X2,A,INPUT,0,0,0,0,0,16.1175,11.79,14.63,11.2,nan,3.5363801307203594e-15,3.3641190402372524e-15
400,_484_/ZN,iterm,_484_,NOR2_X1,ZN,OUTPUT,0,0,0,0,0,16.145,7.9065,15.77,7.0,nan,0.0,0.0
401,_486_/B1,iterm,_486_,OAI221_X4,B1,INPUT,0,0,0,0,0,17.9375,10.4125,17.1,9.8,nan,1.6727540161600904e-15,1.4174879320107982e-15
402,rebuffer264/A,iterm,rebuffer264,BUF_X2,A,INPUT,0,1,0,0,0,18.575,11.9875,18.43,11.2,nan,1.7792090110918925e-15,1.5893980332163868e-15
403,_485_/ZN,iterm,_485_,OAI221_X2,ZN,OUTPUT,0,0,0,0,0,15.4385,11.656,14.63,11.2,nan,0.0,0.0
404,_493_/B1,iterm,_493_,OAI21_X1,B1,INPUT,0,0,0,0,0,24.5775,9.1875,24.13,8.4,nan,1.6620500608056379e-15,1.459831956076988e-15
405,rebuffer269/A,iterm,rebuffer269,BUF_X2,A,INPUT,0,1,0,0,0,19.715,13.2125,19.57,12.6,nan,1.7792090110918925e-15,1.5893980332163868e-15
406,_494_/A2,iterm,_494_,NAND2_X1,A2,INPUT,0,0,0,0,0,25.0125,9.1875,24.89,8.4,nan,1.664198983392822e-15,1.5022779417342034e-15
407,_486_/ZN,iterm,_486_,OAI221_X4,ZN,OUTPUT,0,0,0,0,0,19.115,10.535,17.1,9.8,nan,0.0,0.0
408,input10/A,iterm,input10,BUF_X1,A,INPUT,0,1,0,0,0,30.905,27.2125,30.78,26.6,nan,9.746590013071316e-16,8.752499970075052e-16
409,req_msg[18],bterm,,,req_msg[18],INPUT,0,0,0,0,0,33.755,26.39,nan,nan,nan,nan,nan
410,_489_/B,iterm,_489_,XOR2_X1,B,INPUT,0,0,0,0,0,19.778,7.7455,19.0,7.0,nan,2.411453037647342e-15,2.363548030524191e-15
411,_526_/A2,iterm,_526_,AND4_X1,A2,INPUT,0,0,0,0,0,19.8825,9.1875,19.57,8.4,nan,9.022719891512527e-16,8.839920122978801e-16
412,_488_/ZN,iterm,_488_,XNOR2_X1,ZN,OUTPUT,0,0,0,0,0,21.594,6.2165,20.71,5.6,nan,0.0,0.0
413,input9/A,iterm,input9,BUF_X1,A,INPUT,0,1,0,0,0,32.045,30.0125,31.92,29.4,nan,9.746590013071316e-16,8.752499970075052e-16
414,req_msg[17],bterm,,,req_msg[17],INPUT,0,0,0,0,0,33.755,21.91,nan,nan,nan,nan,nan
415,place208/A,iterm,place208,BUF_X1,A,INPUT,0,1,0,0,0,27.105,9.1875,26.98,8.4,nan,9.746590013071316e-16,8.752499970075052e-16
416,_526_/A3,iterm,_526_,AND4_X1,A3,INPUT,0,0,0,0,0,20.0725,9.1875,19.57,8.4,nan,9.241149571576914e-16,8.788809625545884e-16
417,_491_/ZN,iterm,_491_,XNOR2_X1,ZN,OUTPUT,0,0,0,0,0,26.724,7.783,25.84,7.0,nan,0.0,0.0
418,place207/A,iterm,place207,BUF_X1,A,INPUT,0,1,0,0,0,24.255,4.8125,24.13,4.2,nan,9.746590013071316e-16,8.752499970075052e-16
419,_521_/A,iterm,_521_,AOI21_X1,A,INPUT,0,0,0,0,0,23.8175,4.8125,23.18,4.2,nan,1.6263519631227238e-15,1.5353399670061437e-15
420,_492_/ZN,iterm,_492_,INV_X1,ZN,OUTPUT,0,0,1,0,0,25.3575,3.5,25.08,2.8,nan,0.0,0.0
421,_495_/A1,iterm,_495_,AND2_X2,A1,INPUT,0,0,0,0,0,25.5825,9.1875,25.46,8.4,nan,1.6565150181326862e-15,1.572846056514972e-15
422,_493_/ZN,iterm,_493_,OAI21_X1,ZN,OUTPUT,0,0,0,0,0,24.51,9.0105,24.13,8.4,nan,0.0,0.0
423,_495_/A2,iterm,_495_,AND2_X2,A2,INPUT,0,0,0,0,0,25.775,9.1875,25.46,8.4,nan,1.7264770808396944e-15,1.5721980763103226e-15
424,_494_/ZN,iterm,_494_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,25.265,9.3065,24.89,8.4,nan,0.0,0.0
425,_496_/B,iterm,_496_,XOR2_X1,B,INPUT,0,0,0,0,0,27.188,10.5455,26.41,9.8,nan,2.411453037647342e-15,2.363548030524191e-15
426,_495_/ZN,iterm,_495_,AND2_X2,ZN,OUTPUT,0,0,0,0,0,26.1175,9.1,25.46,8.4,nan,0.0,0.0
427,place159/A,iterm,place159,BUF_X1,A,INPUT,0,1,0,0,0,25.395,10.4125,25.27,9.8,nan,9.746590013071316e-16,8.752499970075052e-16
428,_497_/A,iterm,_497_,INV_X1,A,INPUT,0,0,1,0,0,31.2725,10.4125,31.16,9.8,nan,1.700229965024007e-15,1.5493600563490969e-15
429,_496_/Z,iterm,_496_,XOR2_X1,Z,OUTPUT,0,0,0,0,0,27.279,10.4185,26.41,9.8,nan,0.0,0.0
430,_506_/A,iterm,_506_,AOI221_X1,A,INPUT,0,0,0,0,0,20.0725,11.9875,19.57,11.2,nan,1.6775300114331838e-15,1.4973929968482695e-15
431,_503_/A,iterm,_503_,AOI221_X1,A,INPUT,0,0,0,0,0,21.2125,11.9875,20.71,11.2,nan,1.6775300114331838e-15,1.4973929968482695e-15
432,_498_/ZN,iterm,_498_,OAI21_X2,ZN,OUTPUT,0,0,0,0,0,17.9025,11.77,17.1,11.2,nan,0.0,0.0
433,place206/A,iterm,place206,BUF_X1,A,INPUT,0,1,0,0,0,24.255,6.3875,24.13,5.6,nan,9.746590013071316e-16,8.752499970075052e-16
434,_523_/A2,iterm,_523_,NOR2_X1,A2,INPUT,0,0,0,0,0,24.8225,4.8125,24.7,4.2,nan,1.6513450466600012e-15,1.5638450609009743e-15
435,_519_/A2,iterm,_519_,NAND2_X1,A2,INPUT,0,0,0,0,0,25.5825,3.5875,25.46,2.8,nan,1.664198983392822e-15,1.5022779417342034e-15
436,_499_/ZN,iterm,_499_,INV_X1,ZN,OUTPUT,0,0,1,0,0,25.7375,7.7,25.46,7.0,nan,0.0,0.0
437,place205/A,iterm,place205,BUF_X1,A,INPUT,0,1,0,0,0,20.265,7.6125,20.14,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
438,_580_/A1,iterm,_580_,NOR3_X1,A1,INPUT,0,0,0,0,0,19.1125,4.8125,18.62,4.2,nan,1.7635709829405652e-15,1.4005010038909685e-15
439,_538_/A2,iterm,_538_,NOR2_X1,A2,INPUT,0,0,0,0,0,24.8225,6.3875,24.7,5.6,nan,1.6513450466600012e-15,1.5638450609009743e-15
440,_507_/B2,iterm,_507_,AOI21_X1,B2,INPUT,0,0,0,0,0,21.22,7.6125,21.09,7.0,nan,1.6768529144709724e-15,1.4099260453741855e-15
441,_500_/ZN,iterm,_500_,INV_X1,ZN,OUTPUT,0,0,1,0,0,22.6975,6.3,22.42,5.6,nan,0.0,0.0
442,_503_/B1,iterm,_503_,AOI221_X1,B1,INPUT,0,0,0,0,0,21.0225,11.9875,20.71,11.2,nan,1.5816199414199874e-15,1.5740549842889408e-15
443,_501_/ZN,iterm,_501_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,22.985,9.3065,22.61,8.4,nan,0.0,0.0
444,_503_/B2,iterm,_503_,AOI221_X1,B2,INPUT,0,0,0,0,0,20.8325,11.9875,20.71,11.2,nan,1.6282969625278565e-15,1.5514750976183909e-15
445,_502_/ZN,iterm,_502_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,22.415,9.3065,22.04,8.4,nan,0.0,0.0
446,_510_/A2,iterm,_510_,OR3_X2,A2,INPUT,0,0,0,0,0,22.1625,11.9875,21.85,11.2,nan,1.6930499843674876e-15,1.5062049982359112e-15
447,_503_/ZN,iterm,_503_,AOI221_X1,ZN,OUTPUT,0,0,0,0,0,21.4765,12.175,20.71,11.2,nan,0.0,0.0
448,place201/A,iterm,place201,BUF_X1,A,INPUT,0,1,0,0,0,23.305,9.1875,23.18,8.4,nan,9.746590013071316e-16,8.752499970075052e-16
449,_509_/A2,iterm,_509_,OAI22_X1,A2,INPUT,0,0,0,0,0,21.9175,9.1875,21.09,8.4,nan,1.584236955589648e-15,1.5645090288525032e-15
450,_504_/ZN,iterm,_504_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,23.555,7.493,23.18,7.0,nan,0.0,0.0
451,_506_/B2,iterm,_506_,AOI221_X1,B2,INPUT,0,0,0,0,0,19.6925,11.9875,19.57,11.2,nan,1.6282969625278565e-15,1.5514750976183909e-15
452,_505_/ZN,iterm,_505_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,20.705,13.093,20.33,12.6,nan,0.0,0.0
453,_510_/A1,iterm,_510_,OR3_X2,A1,INPUT,0,0,0,0,0,21.9725,11.9875,21.85,11.2,nan,1.7479700124806803e-15,1.3824549669497156e-15
454,_506_/ZN,iterm,_506_,AOI221_X1,ZN,OUTPUT,0,0,0,0,0,20.3365,12.175,19.57,11.2,nan,0.0,0.0
455,_509_/B1,iterm,_509_,OAI22_X1,B1,INPUT,0,0,0,0,0,21.4025,9.1875,21.09,8.4,nan,1.6654479334735485e-15,1.4083770338718942e-15
456,_507_/ZN,iterm,_507_,AOI21_X1,ZN,OUTPUT,0,0,0,0,0,21.4825,7.4705,21.09,7.0,nan,0.0,0.0
457,_509_/B2,iterm,_509_,OAI22_X1,B2,INPUT,0,0,0,0,0,21.2125,9.1875,21.09,8.4,nan,1.6156109500768288e-15,1.5504659637408558e-15
458,_508_/ZN,iterm,_508_,INV_X1,ZN,OUTPUT,0,0,1,0,0,20.9875,9.1,20.71,8.4,nan,0.0,0.0
459,_537_/B2,iterm,_537_,AOI21_X1,B2,INPUT,0,0,0,0,0,23.12,11.9875,22.99,11.2,nan,1.6768529144709724e-15,1.4099260453741855e-15
460,_510_/A3,iterm,_510_,OR3_X2,A3,INPUT,0,0,0,0,0,22.355,11.9875,21.85,11.2,nan,1.672973080056074e-15,1.60628903485494e-15
461,_509_/ZN,iterm,_509_,OAI22_X1,ZN,OUTPUT,0,0,0,0,0,21.6185,9.2275,21.09,8.4,nan,0.0,0.0
462,_517_/A,iterm,_517_,XNOR2_X2,A,INPUT,0,0,0,0,0,23.465,13.2125,22.42,12.6,nan,4.003783287168886e-15,3.802061120230854e-15
463,_510_/ZN,iterm,_510_,OR3_X2,ZN,OUTPUT,0,0,0,0,0,22.6975,11.9,21.85,11.2,nan,0.0,0.0
464,_541_/C1,iterm,_541_,OAI221_X1,C1,INPUT,0,0,0,0,0,27.9975,7.6125,26.98,7.0,nan,1.5696760357098729e-15,1.4154349359048906e-15
465,_524_/C2,iterm,_524_,OAI221_X1,C2,INPUT,0,0,0,0,0,25.955,6.3875,25.27,5.6,nan,1.5833489474235702e-15,1.562054009734005e-15
466,_513_/A1,iterm,_513_,NAND2_X1,A1,INPUT,0,0,0,0,0,26.8575,6.3875,26.41,5.6,nan,1.5990320800793388e-15,1.5291960135232346e-15
467,_511_/ZN,iterm,_511_,INV_X1,ZN,OUTPUT,0,0,1,0,0,27.8275,9.1,27.55,8.4,nan,0.0,0.0
468,input8/A,iterm,input8,BUF_X1,A,INPUT,0,1,0,0,0,31.475,16.0125,31.35,15.4,nan,9.746590013071316e-16,8.752499970075052e-16
469,req_msg[16],bterm,,,req_msg[16],INPUT,0,0,0,0,0,33.755,17.43,nan,nan,nan,nan,nan
470,place200/A,iterm,place200,BUF_X1,A,INPUT,0,1,0,0,0,26.535,9.1875,26.41,8.4,nan,9.746590013071316e-16,8.752499970075052e-16
471,_525_/A1,iterm,_525_,AND2_X1,A1,INPUT,0,0,0,0,0,24.8225,7.6125,24.7,7.0,nan,9.181449630663247e-16,8.748319862480352e-16
472,_513_/ZN,iterm,_513_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,26.785,6.5065,26.41,5.6,nan,0.0,0.0
473,_592_/A1,iterm,_592_,NAND3_X1,A1,INPUT,0,0,0,0,0,27.66,13.2125,27.17,12.6,nan,1.5902860413824645e-15,1.5620330456685605e-15
474,_515_/A2,iterm,_515_,NAND2_X1,A2,INPUT,0,0,0,0,0,26.3425,14.7875,26.22,14.0,nan,1.664198983392822e-15,1.5022779417342034e-15
475,_514_/ZN,iterm,_514_,INV_X1,ZN,OUTPUT,0,0,1,0,0,26.3075,16.1,26.03,15.4,nan,0.0,0.0
476,place199/A,iterm,place199,BUF_X1,A,INPUT,0,1,0,0,0,21.215,13.2125,21.09,12.6,nan,9.746590013071316e-16,8.752499970075052e-16
477,_526_/A4,iterm,_526_,AND4_X1,A4,INPUT,0,0,0,0,0,20.265,9.1875,19.57,8.4,nan,9.445080165166675e-16,8.562239958858383e-16
478,_515_/ZN,iterm,_515_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,26.595,14.9065,26.22,14.0,nan,0.0,0.0
479,_517_/B,iterm,_517_,XNOR2_X2,B,INPUT,0,0,0,0,0,23.5205,13.2955,22.42,12.6,nan,4.83693590551653e-15,4.419037801428518e-15
480,_516_/ZN,iterm,_516_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,22.225,13.093,21.85,12.6,nan,0.0,0.0
481,place158/A,iterm,place158,BUF_X1,A,INPUT,0,1,0,0,0,28.815,13.2125,28.69,12.6,nan,9.746590013071316e-16,8.752499970075052e-16
482,_518_/A,iterm,_518_,INV_X1,A,INPUT,0,0,1,0,0,29.5625,13.2125,29.45,12.6,nan,1.700229965024007e-15,1.5493600563490969e-15
483,_517_/ZN,iterm,_517_,XNOR2_X2,ZN,OUTPUT,0,0,0,0,0,23.93,13.1565,22.42,12.6,nan,0.0,0.0
484,_524_/A,iterm,_524_,OAI221_X1,A,INPUT,0,0,0,0,0,25.7725,6.3875,25.27,5.6,nan,1.6302249153949257e-15,1.539664070201877e-15
485,_519_/ZN,iterm,_519_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,25.835,3.7065,25.46,2.8,nan,0.0,0.0
486,_522_/A1,iterm,_522_,NOR2_X1,A1,INPUT,0,0,0,0,0,24.0075,6.3875,23.56,5.6,nan,1.7144710240870752e-15,1.4130929956848509e-15
487,_520_/ZN,iterm,_520_,NOR2_X1,ZN,OUTPUT,0,0,0,0,0,23.365,6.093,22.99,5.6,nan,0.0,0.0
488,_522_/A2,iterm,_522_,NOR2_X1,A2,INPUT,0,0,0,0,0,23.6825,6.3875,23.56,5.6,nan,1.6513450466600012e-15,1.5638450609009743e-15
489,_521_/ZN,iterm,_521_,AOI21_X1,ZN,OUTPUT,0,0,0,0,0,23.5725,4.6705,23.18,4.2,nan,0.0,0.0
490,_524_/B1,iterm,_524_,OAI221_X1,B1,INPUT,0,0,0,0,0,25.5825,6.3875,25.27,5.6,nan,1.6553779822801157e-15,1.4106599994229813e-15
491,_522_/ZN,iterm,_522_,NOR2_X1,ZN,OUTPUT,0,0,0,0,0,23.935,6.093,23.56,5.6,nan,0.0,0.0
492,_524_/B2,iterm,_524_,OAI221_X1,B2,INPUT,0,0,0,0,0,25.3925,6.3875,25.27,5.6,nan,1.6054170144357417e-15,1.5435179642327656e-15
493,_523_/ZN,iterm,_523_,NOR2_X1,ZN,OUTPUT,0,0,0,0,0,25.075,5.1065,24.7,4.2,nan,0.0,0.0
494,_525_/A2,iterm,_525_,AND2_X1,A2,INPUT,0,0,0,0,0,25.015,7.6125,24.7,7.0,nan,9.746299904286881e-16,8.941189793965749e-16
495,_524_/ZN,iterm,_524_,OAI221_X1,ZN,OUTPUT,0,0,0,0,0,26.0365,6.0885,25.27,5.6,nan,0.0,0.0
496,place185/A,iterm,place185,BUF_X1,A,INPUT,0,1,0,0,0,15.325,7.6125,15.2,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
497,_547_/A2,iterm,_547_,NAND2_X1,A2,INPUT,0,0,0,0,0,13.4225,11.9875,13.3,11.2,nan,1.664198983392822e-15,1.5022779417342034e-15
498,_525_/ZN,iterm,_525_,AND2_X1,ZN,OUTPUT,0,0,0,0,0,25.355,7.72,24.7,7.0,nan,0.0,0.0
499,_527_/A,iterm,_527_,INV_X1,A,INPUT,0,0,1,0,0,18.5425,9.1875,18.43,8.4,nan,1.700229965024007e-15,1.5493600563490969e-15
500,_526_/ZN,iterm,_526_,AND4_X1,ZN,OUTPUT,0,0,0,0,0,20.605,9.1,19.57,8.4,nan,0.0,0.0
501,_528_/B1,iterm,_528_,OAI21_X4,B1,INPUT,0,0,0,0,0,16.035,9.118,14.44,8.4,nan,6.351550246852782e-15,5.556047819494118e-15
502,_545_/A,iterm,_545_,AOI21_X4,A,INPUT,0,0,0,0,0,13.0075,10.4125,12.54,9.8,nan,6.139254144117701e-15,5.7661052141496066e-15
503,_527_/ZN,iterm,_527_,INV_X1,ZN,OUTPUT,0,0,1,0,0,18.7075,9.1,18.43,8.4,nan,0.0,0.0
504,place174/A,iterm,place174,BUF_X1,A,INPUT,0,1,0,0,0,12.095,14.7875,11.97,14.0,nan,9.746590013071316e-16,8.752499970075052e-16
505,_530_/A,iterm,_530_,XNOR2_X2,A,INPUT,0,0,0,0,0,17.385,13.2125,16.34,12.6,nan,4.003783287168886e-15,3.802061120230854e-15
506,_528_/ZN,iterm,_528_,OAI21_X4,ZN,OUTPUT,0,0,0,0,0,15.793,8.961,14.44,8.4,nan,0.0,0.0
507,_530_/B,iterm,_530_,XNOR2_X2,B,INPUT,0,0,0,0,0,17.4405,13.2955,16.34,12.6,nan,4.83693590551653e-15,4.419037801428518e-15
508,_529_/Z,iterm,_529_,XOR2_X1,Z,OUTPUT,0,0,0,0,0,17.019,14.781,16.15,14.0,nan,0.0,0.0
509,_556_/A,iterm,_556_,AOI21_X1,A,INPUT,0,0,0,0,0,27.4275,17.5875,26.79,16.8,nan,1.6263519631227238e-15,1.5353399670061437e-15
510,_531_/ZN,iterm,_531_,NOR2_X1,ZN,OUTPUT,0,0,0,0,0,28.495,17.293,28.12,16.8,nan,0.0,0.0
511,input7/A,iterm,input7,BUF_X1,A,INPUT,0,1,0,0,0,31.285,13.2125,31.16,12.6,nan,9.746590013071316e-16,8.752499970075052e-16
512,req_msg[15],bterm,,,req_msg[15],INPUT,0,0,0,0,0,33.755,14.07,nan,nan,nan,nan,nan
513,_534_/B2,iterm,_534_,OAI221_X1,B2,INPUT,0,0,0,0,0,23.6825,18.8125,23.56,18.2,nan,1.6054170144357417e-15,1.5435179642327656e-15
514,_533_/ZN,iterm,_533_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,23.365,18.693,22.99,18.2,nan,0.0,0.0
515,_550_/A,iterm,_550_,AOI21_X2,A,INPUT,0,0,0,0,0,25.7425,17.57,25.46,16.8,nan,3.1364058790709585e-15,2.938329977212619e-15
516,_534_/ZN,iterm,_534_,OAI221_X1,ZN,OUTPUT,0,0,0,0,0,24.3265,19.111,23.56,18.2,nan,0.0,0.0
517,_550_/B1,iterm,_550_,AOI21_X2,B1,INPUT,0,0,0,0,0,26.2925,17.57,25.46,16.8,nan,3.1297609055997485e-15,2.7258451978885365e-15
518,_535_/ZN,iterm,_535_,AND3_X1,ZN,OUTPUT,0,0,0,0,0,25.358,17.5,24.51,16.8,nan,0.0,0.0
519,_537_/A,iterm,_537_,AOI21_X1,A,INPUT,0,0,0,0,0,23.6275,11.9875,22.99,11.2,nan,1.6263519631227238e-15,1.5353399670061437e-15
520,_536_/ZN,iterm,_536_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,21.845,10.293,21.47,9.8,nan,0.0,0.0
521,_543_/A,iterm,_543_,OAI21_X4,A,INPUT,0,0,0,0,0,22.5125,10.4125,22.04,9.8,nan,6.194657722164657e-15,5.622910906284478e-15
522,_537_/ZN,iterm,_537_,AOI21_X1,ZN,OUTPUT,0,0,0,0,0,23.3825,12.129,22.99,11.2,nan,0.0,0.0
523,_541_/B1,iterm,_541_,OAI221_X1,B1,INPUT,0,0,0,0,0,27.2925,7.6125,26.98,7.0,nan,1.6553779822801157e-15,1.4106599994229813e-15
524,_539_/A2,iterm,_539_,NAND2_X1,A2,INPUT,0,0,0,0,0,27.4825,6.3875,27.36,5.6,nan,1.664198983392822e-15,1.5022779417342034e-15
525,_538_/ZN,iterm,_538_,NOR2_X1,ZN,OUTPUT,0,0,0,0,0,25.075,6.093,24.7,5.6,nan,0.0,0.0
526,_540_/A2,iterm,_540_,NAND2_X1,A2,INPUT,0,0,0,0,0,28.2425,7.6125,28.12,7.0,nan,1.664198983392822e-15,1.5022779417342034e-15
527,_539_/ZN,iterm,_539_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,27.735,6.5065,27.36,5.6,nan,0.0,0.0
528,_541_/A,iterm,_541_,OAI221_X1,A,INPUT,0,0,0,0,0,27.4825,7.6125,26.98,7.0,nan,1.6302249153949257e-15,1.539664070201877e-15
529,_540_/ZN,iterm,_540_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,28.495,7.493,28.12,7.0,nan,0.0,0.0
530,_542_/A2,iterm,_542_,NAND2_X1,A2,INPUT,0,0,0,0,0,24.6325,10.4125,24.51,9.8,nan,1.664198983392822e-15,1.5022779417342034e-15
531,_541_/ZN,iterm,_541_,OAI221_X1,ZN,OUTPUT,0,0,0,0,0,27.7465,7.911,26.98,7.0,nan,0.0,0.0
532,_543_/B2,iterm,_543_,OAI21_X4,B2,INPUT,0,0,0,0,0,23.6255,10.314,22.04,9.8,nan,6.500426028211619e-15,6.4630490053481284e-15
533,_542_/ZN,iterm,_542_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,24.885,10.293,24.51,9.8,nan,0.0,0.0
534,rebuffer358/A,iterm,rebuffer358,BUF_X4,A,INPUT,0,1,0,0,0,21.585,16.0125,21.47,15.4,nan,3.4018920510035843e-15,3.0037010154663904e-15
535,_551_/A1,iterm,_551_,NAND2_X4,A1,INPUT,0,0,0,0,0,10.765,14.7875,9.69,14.0,nan,5.9549651857835825e-15,5.6980211293657795e-15
536,_559_/B1,iterm,_559_,AOI221_X2,B1,INPUT,0,0,0,0,0,8.803,9.2815,8.17,8.4,nan,3.2260909980756647e-15,3.2137018706726497e-15
537,place173/A,iterm,place173,BUF_X4,A,INPUT,0,1,0,0,0,8.095,16.0125,7.98,15.4,nan,3.4018920510035843e-15,3.0037010154663904e-15
538,place171/A,iterm,place171,BUF_X4,A,INPUT,0,1,0,0,0,19.685,18.8125,19.57,18.2,nan,3.4018920510035843e-15,3.0037010154663904e-15
539,_577_/A3,iterm,_577_,AND4_X1,A3,INPUT,0,0,0,0,0,13.0425,6.3875,12.54,5.6,nan,9.241149571576914e-16,8.788809625545884e-16
540,_582_/A3,iterm,_582_,AND4_X1,A3,INPUT,0,0,0,0,0,17.7925,6.3875,17.29,5.6,nan,9.241149571576914e-16,8.788809625545884e-16
541,place172/A,iterm,place172,BUF_X1,A,INPUT,0,1,0,0,0,3.165,7.6125,3.04,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
542,_543_/ZN,iterm,_543_,OAI21_X4,ZN,OUTPUT,0,0,0,0,0,23.393,10.6385,22.04,9.8,nan,0.0,0.0
543,_597_/B2,iterm,_597_,AOI21_X1,B2,INPUT,0,0,0,0,0,13.81,14.7875,13.68,14.0,nan,1.6768529144709724e-15,1.4099260453741855e-15
544,_563_/A1,iterm,_563_,NAND3_X1,A1,INPUT,0,0,0,0,0,11.51,11.9875,11.02,11.2,nan,1.5902860413824645e-15,1.5620330456685605e-15
545,_548_/A,iterm,_548_,OAI21_X4,A,INPUT,0,0,0,0,0,13.0125,13.2125,12.54,12.6,nan,6.194657722164657e-15,5.622910906284478e-15
546,_544_/ZN,iterm,_544_,INV_X1,ZN,OUTPUT,0,0,1,0,0,9.5875,14.7,9.31,14.0,nan,0.0,0.0
547,_548_/B2,iterm,_548_,OAI21_X4,B2,INPUT,0,0,0,0,0,14.1255,13.114,12.54,12.6,nan,6.500426028211619e-15,6.4630490053481284e-15
548,place179/A,iterm,place179,BUF_X1,A,INPUT,0,1,0,0,0,13.235,7.6125,13.11,7.0,nan,9.746590013071316e-16,8.752499970075052e-16
549,_545_/ZN,iterm,_545_,AOI21_X4,ZN,OUTPUT,0,0,0,0,0,13.7185,10.4925,12.54,9.8,nan,0.0,0.0
550,_599_/A1,iterm,_599_,OAI22_X1,A1,INPUT,0,0,0,0,0,15.0775,14.7875,14.44,14.0,nan,1.6710430096066368e-15,1.4580751038652641e-15
551,_547_/A1,iterm,_547_,NAND2_X1,A1,INPUT,0,0,0,0,0,13.7475,11.9875,13.3,11.2,nan,1.5990320800793388e-15,1.5291960135232346e-15
552,_546_/ZN,iterm,_546_,INV_X1,ZN,OUTPUT,0,0,1,0,0,15.2875,13.3,15.01,12.6,nan,0.0,0.0
553,_548_/B1,iterm,_548_,OAI21_X4,B1,INPUT,0,0,0,0,0,14.135,13.2815,12.54,12.6,nan,6.351550246852782e-15,5.556047819494118e-15
554,place178/A,iterm,place178,BUF_X1,A,INPUT,0,1,0,0,0,12.665,14.7875,12.54,14.0,nan,9.746590013071316e-16,8.752499970075052e-16
555,_547_/ZN,iterm,_547_,NAND2_X1,ZN,OUTPUT,0,0,0,0,0,13.675,12.1065,13.3,11.2,nan,0.0,0.0
556,_549_/A2,iterm,_549_,AND2_X4,A2,INPUT,0,0,0,0,0,21.509,14.724,21.09,14.0,nan,3.53650104467358e-15,3.2237389993393763e-15
557,rebuffer338/A,iterm,rebuffer338,BUF_X1,A,INPUT,0,1,0,0,0,19.125,13.2125,19.0,12.6,nan,9.746590013071316e-16,8.752499970075052e-16
558,place169/A,iterm,place169,BUF_X1,A,INPUT,0,1,0,0,0,9.625,18.8125,9.5,18.2,nan,9.746590013071316e-16,8.752499970075052e-16
559,_551_/A2,iterm,_551_,NAND2_X4,A2,INPUT,0,0,0,0,0,10.135,14.7875,9.69,14.0,nan,6.2018498789197934e-15,5.615362995691495e-15
560,_559_/B2,iterm,_559_,AOI221_X2,B2,INPUT,0,0,0,0,0,8.825,9.17,8.17,8.4,nan,3.1352710666798745e-15,2.9861619277440693e-15
561,_642_/A4,iterm,_642_,AND4_X2,A4,INPUT,0,0,0,0,0,8.675,14.7875,7.98,14.0,nan,1.6845799725322998e-15,1.5303920240447577e-15
562,place170/A,iterm,place170,BUF_X2,A,INPUT,0,1,0,0,0,14.965,20.3875,14.82,19.6,nan,1.7792090110918925e-15,1.5893980332163868e-15
563,_577_/A4,iterm,_577_,AND4_X1,A4,INPUT,0,0,0,0,0,13.235,6.3875,12.54,5.6,nan,9.445080165166675e-16,8.562239958858383e-16
564,_548_/ZN,iterm,_548_,OAI21_X4,ZN,OUTPUT,0,0,0,0,0,13.893,13.4385,12.54,12.6,nan,0.0,0.0
565,_589_/B2,iterm,_589_,AOI221_X2,B2,INPUT,0,0,0,0,0,24.975,13.23,24.32,12.6,nan,3.1352710666798745e-15,2.9861619277440693e-15
566,place168/A,iterm,place168,BUF_X2,A,INPUT,0,1,0,0,0,25.035,14.7875,24.89,14.0,nan,1.7792090110918925e-15,1.5893980332163868e-15
567,_549_/ZN,iterm,_549_,AND2_X4,ZN,OUTPUT,0,0,0,0,0,22.3075,14.695,21.09,14.0,nan,0.0,0.0
568,_556_/B1,iterm,_556_,AOI21_X1,B1,INPUT,0,0,0,0,0,27.245,17.5875,26.79,16.8,nan,1.6470030498932572e-15,1.4468230123148196e-15
569,_550_/ZN,iterm,_550_,AOI21_X2,ZN,OUTPUT,0,0,0,0,0,26.0585,17.686,25.46,16.8,nan,0.0,0.0
