run_id,design,flow_design,clock_scale,clock_period_ns,abc_area,place_density,routing_layer_adjustment,scenario_id,scenario_mode,scenario_pvt,scenario_rc,clock_uncertainty_ns,timing_derate_late,timing_derate_early,input_delay_scale,output_delay_scale,variant,sdc_file,status,last_error,last_update_utc
tinyRocket__clk1140ps__abc1__pd560__rlabase,tinyRocket,tinyRocket,0.95,1.14,1,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1140ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1140ps.sdc,success,,2026-03-02T12:43:13+00:00
tinyRocket__clk1140ps__abc1__pd560__rla035,tinyRocket,tinyRocket,0.95,1.14,1,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1140ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1140ps.sdc,success,,2026-03-02T12:44:10+00:00
tinyRocket__clk1200ps__abc0__pd440__rlabase,tinyRocket,tinyRocket,1.0,1.2,0,0.44,,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:27:44+00:00
tinyRocket__clk1200ps__abc0__pd440__rla035,tinyRocket,tinyRocket,1.0,1.2,0,0.44,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:28:15+00:00
tinyRocket__clk1200ps__abc0__pd500__rlabase,tinyRocket,tinyRocket,1.0,1.2,0,0.5,,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:28:45+00:00
tinyRocket__clk1200ps__abc0__pd500__rla035,tinyRocket,tinyRocket,1.0,1.2,0,0.5,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:29:13+00:00
tinyRocket__clk1200ps__abc0__pd560__rlabase,tinyRocket,tinyRocket,1.0,1.2,0,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:29:40+00:00
tinyRocket__clk1200ps__abc0__pd560__rla035,tinyRocket,tinyRocket,1.0,1.2,0,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:30:08+00:00
tinyRocket__clk1200ps__abc1__pd440__rlabase,tinyRocket,tinyRocket,1.0,1.2,1,0.44,,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:30:40+00:00
tinyRocket__clk1200ps__abc1__pd440__rla035,tinyRocket,tinyRocket,1.0,1.2,1,0.44,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:31:14+00:00
tinyRocket__clk1200ps__abc1__pd500__rlabase,tinyRocket,tinyRocket,1.0,1.2,1,0.5,,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:31:52+00:00
tinyRocket__clk1200ps__abc1__pd500__rla035,tinyRocket,tinyRocket,1.0,1.2,1,0.5,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:32:28+00:00
tinyRocket__clk1200ps__abc1__pd560__rlabase,tinyRocket,tinyRocket,1.0,1.2,1,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:33:03+00:00
tinyRocket__clk1200ps__abc1__pd560__rla035,tinyRocket,tinyRocket,1.0,1.2,1,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1200ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1200ps.sdc,success,,2026-03-02T12:33:40+00:00
tinyRocket__clk1260ps__abc0__pd440__rlabase,tinyRocket,tinyRocket,1.05,1.26,0,0.44,,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T12:54:40+00:00
tinyRocket__clk1260ps__abc0__pd440__rla035,tinyRocket,tinyRocket,1.05,1.26,0,0.44,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T12:57:25+00:00
tinyRocket__clk1260ps__abc0__pd500__rlabase,tinyRocket,tinyRocket,1.05,1.26,0,0.5,,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T12:58:33+00:00
tinyRocket__clk1260ps__abc0__pd500__rla035,tinyRocket,tinyRocket,1.05,1.26,0,0.5,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:03:55+00:00
tinyRocket__clk1260ps__abc0__pd560__rlabase,tinyRocket,tinyRocket,1.05,1.26,0,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:05:02+00:00
tinyRocket__clk1260ps__abc0__pd560__rla035,tinyRocket,tinyRocket,1.05,1.26,0,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:05:10+00:00
tinyRocket__clk1260ps__abc1__pd440__rlabase,tinyRocket,tinyRocket,1.05,1.26,1,0.44,,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:14:35+00:00
tinyRocket__clk1260ps__abc1__pd440__rla035,tinyRocket,tinyRocket,1.05,1.26,1,0.44,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:17:16+00:00
tinyRocket__clk1260ps__abc1__pd500__rlabase,tinyRocket,tinyRocket,1.05,1.26,1,0.5,,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:17:31+00:00
tinyRocket__clk1260ps__abc1__pd500__rla035,tinyRocket,tinyRocket,1.05,1.26,1,0.5,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:22:26+00:00
tinyRocket__clk1260ps__abc1__pd560__rlabase,tinyRocket,tinyRocket,1.05,1.26,1,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:23:12+00:00
tinyRocket__clk1260ps__abc1__pd560__rla035,tinyRocket,tinyRocket,1.05,1.26,1,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1260ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1260ps.sdc,success,,2026-03-02T13:23:15+00:00
tinyRocket__clk1320ps__abc0__pd440__rlabase,tinyRocket,tinyRocket,1.1,1.32,0,0.44,,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:15:06+00:00
tinyRocket__clk1320ps__abc0__pd440__rla035,tinyRocket,tinyRocket,1.1,1.32,0,0.44,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:15:37+00:00
tinyRocket__clk1320ps__abc0__pd500__rlabase,tinyRocket,tinyRocket,1.1,1.32,0,0.5,,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:16:03+00:00
tinyRocket__clk1320ps__abc0__pd500__rla035,tinyRocket,tinyRocket,1.1,1.32,0,0.5,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:16:28+00:00
tinyRocket__clk1320ps__abc0__pd560__rlabase,tinyRocket,tinyRocket,1.1,1.32,0,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:16:54+00:00
tinyRocket__clk1320ps__abc0__pd560__rla035,tinyRocket,tinyRocket,1.1,1.32,0,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:17:20+00:00
tinyRocket__clk1320ps__abc1__pd440__rlabase,tinyRocket,tinyRocket,1.1,1.32,1,0.44,,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:17:46+00:00
tinyRocket__clk1320ps__abc1__pd440__rla035,tinyRocket,tinyRocket,1.1,1.32,1,0.44,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:17:50+00:00
tinyRocket__clk1320ps__abc1__pd500__rlabase,tinyRocket,tinyRocket,1.1,1.32,1,0.5,,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:18:00+00:00
tinyRocket__clk1320ps__abc1__pd500__rla035,tinyRocket,tinyRocket,1.1,1.32,1,0.5,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:18:15+00:00
tinyRocket__clk1320ps__abc1__pd560__rlabase,tinyRocket,tinyRocket,1.1,1.32,1,0.56,,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:18:20+00:00
tinyRocket__clk1320ps__abc1__pd560__rla035,tinyRocket,tinyRocket,1.1,1.32,1,0.56,0.35,base,func,typical,typ,,,,,,tinyRocket__clk1320ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/tinyRocket/constraint_clk1320ps.sdc,success,,2026-03-02T13:18:30+00:00
bp_fe_top__clk1620ps__abc0__pd440__rlabase,bp_fe_top,bp_fe,0.9,1.62,0,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc0__pd440__rla035,bp_fe_top,bp_fe,0.9,1.62,0,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc0__pd500__rlabase,bp_fe_top,bp_fe,0.9,1.62,0,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc0__pd500__rla035,bp_fe_top,bp_fe,0.9,1.62,0,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc0__pd560__rlabase,bp_fe_top,bp_fe,0.9,1.62,0,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc0__pd560__rla035,bp_fe_top,bp_fe,0.9,1.62,0,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc1__pd440__rlabase,bp_fe_top,bp_fe,0.9,1.62,1,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc1__pd440__rla035,bp_fe_top,bp_fe,0.9,1.62,1,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc1__pd500__rlabase,bp_fe_top,bp_fe,0.9,1.62,1,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc1__pd500__rla035,bp_fe_top,bp_fe,0.9,1.62,1,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc1__pd560__rlabase,bp_fe_top,bp_fe,0.9,1.62,1,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1620ps__abc1__pd560__rla035,bp_fe_top,bp_fe,0.9,1.62,1,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1620ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1620ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc0__pd440__rlabase,bp_fe_top,bp_fe,0.95,1.71,0,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc0__pd440__rla035,bp_fe_top,bp_fe,0.95,1.71,0,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc0__pd500__rlabase,bp_fe_top,bp_fe,0.95,1.71,0,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc0__pd500__rla035,bp_fe_top,bp_fe,0.95,1.71,0,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc0__pd560__rlabase,bp_fe_top,bp_fe,0.95,1.71,0,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc0__pd560__rla035,bp_fe_top,bp_fe,0.95,1.71,0,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc1__pd440__rlabase,bp_fe_top,bp_fe,0.95,1.71,1,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc1__pd440__rla035,bp_fe_top,bp_fe,0.95,1.71,1,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc1__pd500__rlabase,bp_fe_top,bp_fe,0.95,1.71,1,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc1__pd500__rla035,bp_fe_top,bp_fe,0.95,1.71,1,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc1__pd560__rlabase,bp_fe_top,bp_fe,0.95,1.71,1,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1710ps__abc1__pd560__rla035,bp_fe_top,bp_fe,0.95,1.71,1,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1710ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1710ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc0__pd440__rlabase,bp_fe_top,bp_fe,1.0,1.8,0,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc0__pd440__rla035,bp_fe_top,bp_fe,1.0,1.8,0,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc0__pd500__rlabase,bp_fe_top,bp_fe,1.0,1.8,0,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-02T04:49:46Z
bp_fe_top__clk1800ps__abc0__pd500__rla035,bp_fe_top,bp_fe,1.0,1.8,0,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc0__pd560__rlabase,bp_fe_top,bp_fe,1.0,1.8,0,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc0__pd560__rla035,bp_fe_top,bp_fe,1.0,1.8,0,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc1__pd440__rlabase,bp_fe_top,bp_fe,1.0,1.8,1,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc1__pd440__rla035,bp_fe_top,bp_fe,1.0,1.8,1,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc1__pd500__rlabase,bp_fe_top,bp_fe,1.0,1.8,1,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc1__pd500__rla035,bp_fe_top,bp_fe,1.0,1.8,1,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc1__pd560__rlabase,bp_fe_top,bp_fe,1.0,1.8,1,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1800ps__abc1__pd560__rla035,bp_fe_top,bp_fe,1.0,1.8,1,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1800ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1800ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc0__pd440__rlabase,bp_fe_top,bp_fe,1.05,1.89,0,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc0__pd440__rla035,bp_fe_top,bp_fe,1.05,1.89,0,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc0__pd500__rlabase,bp_fe_top,bp_fe,1.05,1.89,0,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc0__pd500__rla035,bp_fe_top,bp_fe,1.05,1.89,0,0.5,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc0__pd560__rlabase,bp_fe_top,bp_fe,1.05,1.89,0,0.56,,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc0__pd560__rla035,bp_fe_top,bp_fe,1.05,1.89,0,0.56,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc1__pd440__rlabase,bp_fe_top,bp_fe,1.05,1.89,1,0.44,,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc1__pd440__rla035,bp_fe_top,bp_fe,1.05,1.89,1,0.44,0.35,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
bp_fe_top__clk1890ps__abc1__pd500__rlabase,bp_fe_top,bp_fe,1.05,1.89,1,0.5,,base,func,typical,typ,,,,,,bp_fe_top__clk1890ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/bp_fe_top/constraint_clk1890ps.sdc,success,,2026-03-03T00:57:59+00:00
