run_id,design,flow_design,clock_scale,clock_period_ns,abc_area,place_density,routing_layer_adjustment,scenario_id,scenario_mode,scenario_pvt,scenario_rc,clock_uncertainty_ns,timing_derate_late,timing_derate_early,input_delay_scale,output_delay_scale,variant,sdc_file,status,last_error,last_update_utc
aes__clk779ps__abc0__pd560__rlabase,aes,aes,0.95,0.779,0,0.56,,base,func,typical,typ,,,,,,aes__clk779ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:48:07+00:00
aes__clk779ps__abc0__pd560__rla035,aes,aes,0.95,0.779,0,0.56,0.35,base,func,typical,typ,,,,,,aes__clk779ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:48:13+00:00
aes__clk779ps__abc1__pd440__rlabase,aes,aes,0.95,0.779,1,0.44,,base,func,typical,typ,,,,,,aes__clk779ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:56:55+00:00
aes__clk779ps__abc1__pd440__rla035,aes,aes,0.95,0.779,1,0.44,0.35,base,func,typical,typ,,,,,,aes__clk779ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:57:04+00:00
aes__clk779ps__abc1__pd500__rlabase,aes,aes,0.95,0.779,1,0.5,,base,func,typical,typ,,,,,,aes__clk779ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:57:47+00:00
aes__clk779ps__abc1__pd500__rla035,aes,aes,0.95,0.779,1,0.5,0.35,base,func,typical,typ,,,,,,aes__clk779ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:58:26+00:00
aes__clk779ps__abc1__pd560__rlabase,aes,aes,0.95,0.779,1,0.56,,base,func,typical,typ,,,,,,aes__clk779ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:59:00+00:00
aes__clk779ps__abc1__pd560__rla035,aes,aes,0.95,0.779,1,0.56,0.35,base,func,typical,typ,,,,,,aes__clk779ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk779ps.sdc,success,,2026-03-02T18:59:09+00:00
aes__clk820ps__abc0__pd440__rlabase,aes,aes,1.0,0.82,0,0.44,,base,func,typical,typ,,,,,,aes__clk820ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:10+00:00
aes__clk820ps__abc0__pd440__rla035,aes,aes,1.0,0.82,0,0.44,0.35,base,func,typical,typ,,,,,,aes__clk820ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:19+00:00
aes__clk820ps__abc0__pd500__rlabase,aes,aes,1.0,0.82,0,0.5,,base,func,typical,typ,,,,,,aes__clk820ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T04:49:13Z
aes__clk820ps__abc0__pd500__rla035,aes,aes,1.0,0.82,0,0.5,0.35,base,func,typical,typ,,,,,,aes__clk820ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:25+00:00
aes__clk820ps__abc0__pd560__rlabase,aes,aes,1.0,0.82,0,0.56,,base,func,typical,typ,,,,,,aes__clk820ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:33+00:00
aes__clk820ps__abc0__pd560__rla035,aes,aes,1.0,0.82,0,0.56,0.35,base,func,typical,typ,,,,,,aes__clk820ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:40+00:00
aes__clk820ps__abc1__pd440__rlabase,aes,aes,1.0,0.82,1,0.44,,base,func,typical,typ,,,,,,aes__clk820ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:47+00:00
aes__clk820ps__abc1__pd440__rla035,aes,aes,1.0,0.82,1,0.44,0.35,base,func,typical,typ,,,,,,aes__clk820ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:57:53+00:00
aes__clk820ps__abc1__pd500__rlabase,aes,aes,1.0,0.82,1,0.5,,base,func,typical,typ,,,,,,aes__clk820ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:58:00+00:00
aes__clk820ps__abc1__pd500__rla035,aes,aes,1.0,0.82,1,0.5,0.35,base,func,typical,typ,,,,,,aes__clk820ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:58:00+00:00
aes__clk820ps__abc1__pd560__rlabase,aes,aes,1.0,0.82,1,0.56,,base,func,typical,typ,,,,,,aes__clk820ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:58:06+00:00
aes__clk820ps__abc1__pd560__rla035,aes,aes,1.0,0.82,1,0.56,0.35,base,func,typical,typ,,,,,,aes__clk820ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk820ps.sdc,success,,2026-03-02T18:58:12+00:00
aes__clk861ps__abc0__pd440__rlabase,aes,aes,1.05,0.861,0,0.44,,base,func,typical,typ,,,,,,aes__clk861ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:09:51+00:00
aes__clk861ps__abc0__pd440__rla035,aes,aes,1.05,0.861,0,0.44,0.35,base,func,typical,typ,,,,,,aes__clk861ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:10:00+00:00
aes__clk861ps__abc0__pd500__rlabase,aes,aes,1.05,0.861,0,0.5,,base,func,typical,typ,,,,,,aes__clk861ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:10:08+00:00
aes__clk861ps__abc0__pd500__rla035,aes,aes,1.05,0.861,0,0.5,0.35,base,func,typical,typ,,,,,,aes__clk861ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:10:19+00:00
aes__clk861ps__abc0__pd560__rlabase,aes,aes,1.05,0.861,0,0.56,,base,func,typical,typ,,,,,,aes__clk861ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:10:50+00:00
aes__clk861ps__abc0__pd560__rla035,aes,aes,1.05,0.861,0,0.56,0.35,base,func,typical,typ,,,,,,aes__clk861ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:11:03+00:00
aes__clk861ps__abc1__pd440__rlabase,aes,aes,1.05,0.861,1,0.44,,base,func,typical,typ,,,,,,aes__clk861ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:21:37+00:00
aes__clk861ps__abc1__pd440__rla035,aes,aes,1.05,0.861,1,0.44,0.35,base,func,typical,typ,,,,,,aes__clk861ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:21:51+00:00
aes__clk861ps__abc1__pd500__rlabase,aes,aes,1.05,0.861,1,0.5,,base,func,typical,typ,,,,,,aes__clk861ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:22:00+00:00
aes__clk861ps__abc1__pd500__rla035,aes,aes,1.05,0.861,1,0.5,0.35,base,func,typical,typ,,,,,,aes__clk861ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:22:09+00:00
aes__clk861ps__abc1__pd560__rlabase,aes,aes,1.05,0.861,1,0.56,,base,func,typical,typ,,,,,,aes__clk861ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:22:35+00:00
aes__clk861ps__abc1__pd560__rla035,aes,aes,1.05,0.861,1,0.56,0.35,base,func,typical,typ,,,,,,aes__clk861ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk861ps.sdc,success,,2026-03-02T19:22:47+00:00
aes__clk902ps__abc0__pd440__rlabase,aes,aes,1.1,0.902,0,0.44,,base,func,typical,typ,,,,,,aes__clk902ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:21:50+00:00
aes__clk902ps__abc0__pd440__rla035,aes,aes,1.1,0.902,0,0.44,0.35,base,func,typical,typ,,,,,,aes__clk902ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:02+00:00
aes__clk902ps__abc0__pd500__rlabase,aes,aes,1.1,0.902,0,0.5,,base,func,typical,typ,,,,,,aes__clk902ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:03+00:00
aes__clk902ps__abc0__pd500__rla035,aes,aes,1.1,0.902,0,0.5,0.35,base,func,typical,typ,,,,,,aes__clk902ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:11+00:00
aes__clk902ps__abc0__pd560__rlabase,aes,aes,1.1,0.902,0,0.56,,base,func,typical,typ,,,,,,aes__clk902ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:13+00:00
aes__clk902ps__abc0__pd560__rla035,aes,aes,1.1,0.902,0,0.56,0.35,base,func,typical,typ,,,,,,aes__clk902ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:14+00:00
aes__clk902ps__abc1__pd440__rlabase,aes,aes,1.1,0.902,1,0.44,,base,func,typical,typ,,,,,,aes__clk902ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:20+00:00
aes__clk902ps__abc1__pd440__rla035,aes,aes,1.1,0.902,1,0.44,0.35,base,func,typical,typ,,,,,,aes__clk902ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:21+00:00
aes__clk902ps__abc1__pd500__rlabase,aes,aes,1.1,0.902,1,0.5,,base,func,typical,typ,,,,,,aes__clk902ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:23+00:00
aes__clk902ps__abc1__pd500__rla035,aes,aes,1.1,0.902,1,0.5,0.35,base,func,typical,typ,,,,,,aes__clk902ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:24+00:00
aes__clk902ps__abc1__pd560__rlabase,aes,aes,1.1,0.902,1,0.56,,base,func,typical,typ,,,,,,aes__clk902ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:30+00:00
aes__clk902ps__abc1__pd560__rla035,aes,aes,1.1,0.902,1,0.56,0.35,base,func,typical,typ,,,,,,aes__clk902ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/aes/constraint_clk902ps.sdc,success,,2026-03-02T19:22:31+00:00
dynamic_node__clk5400ps__abc0__pd440__rlabase,dynamic_node,dynamic_node,0.9,5.4,0,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:30+00:00
dynamic_node__clk5400ps__abc0__pd440__rla035,dynamic_node,dynamic_node,0.9,5.4,0,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:31+00:00
dynamic_node__clk5400ps__abc0__pd500__rlabase,dynamic_node,dynamic_node,0.9,5.4,0,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:37+00:00
dynamic_node__clk5400ps__abc0__pd500__rla035,dynamic_node,dynamic_node,0.9,5.4,0,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:37+00:00
dynamic_node__clk5400ps__abc0__pd560__rlabase,dynamic_node,dynamic_node,0.9,5.4,0,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:38+00:00
dynamic_node__clk5400ps__abc0__pd560__rla035,dynamic_node,dynamic_node,0.9,5.4,0,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:38+00:00
dynamic_node__clk5400ps__abc1__pd440__rlabase,dynamic_node,dynamic_node,0.9,5.4,1,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:42+00:00
dynamic_node__clk5400ps__abc1__pd440__rla035,dynamic_node,dynamic_node,0.9,5.4,1,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:43+00:00
dynamic_node__clk5400ps__abc1__pd500__rlabase,dynamic_node,dynamic_node,0.9,5.4,1,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:44+00:00
dynamic_node__clk5400ps__abc1__pd500__rla035,dynamic_node,dynamic_node,0.9,5.4,1,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:44+00:00
dynamic_node__clk5400ps__abc1__pd560__rlabase,dynamic_node,dynamic_node,0.9,5.4,1,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:45+00:00
dynamic_node__clk5400ps__abc1__pd560__rla035,dynamic_node,dynamic_node,0.9,5.4,1,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5400ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5400ps.sdc,success,,2026-03-02T19:22:49+00:00
dynamic_node__clk5700ps__abc0__pd440__rlabase,dynamic_node,dynamic_node,0.95,5.7,0,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:31:06+00:00
dynamic_node__clk5700ps__abc0__pd440__rla035,dynamic_node,dynamic_node,0.95,5.7,0,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:31:08+00:00
dynamic_node__clk5700ps__abc0__pd500__rlabase,dynamic_node,dynamic_node,0.95,5.7,0,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:31:09+00:00
dynamic_node__clk5700ps__abc0__pd500__rla035,dynamic_node,dynamic_node,0.95,5.7,0,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:31:07+00:00
dynamic_node__clk5700ps__abc0__pd560__rlabase,dynamic_node,dynamic_node,0.95,5.7,0,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:31:11+00:00
dynamic_node__clk5700ps__abc0__pd560__rla035,dynamic_node,dynamic_node,0.95,5.7,0,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:31:11+00:00
dynamic_node__clk5700ps__abc1__pd440__rlabase,dynamic_node,dynamic_node,0.95,5.7,1,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:39:19+00:00
dynamic_node__clk5700ps__abc1__pd440__rla035,dynamic_node,dynamic_node,0.95,5.7,1,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:39:24+00:00
dynamic_node__clk5700ps__abc1__pd500__rlabase,dynamic_node,dynamic_node,0.95,5.7,1,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:39:24+00:00
dynamic_node__clk5700ps__abc1__pd500__rla035,dynamic_node,dynamic_node,0.95,5.7,1,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:39:26+00:00
dynamic_node__clk5700ps__abc1__pd560__rlabase,dynamic_node,dynamic_node,0.95,5.7,1,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:39:27+00:00
dynamic_node__clk5700ps__abc1__pd560__rla035,dynamic_node,dynamic_node,0.95,5.7,1,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk5700ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk5700ps.sdc,success,,2026-03-02T19:39:27+00:00
dynamic_node__clk6000ps__abc0__pd440__rlabase,dynamic_node,dynamic_node,1.0,6.0,0,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:26+00:00
dynamic_node__clk6000ps__abc0__pd440__rla035,dynamic_node,dynamic_node,1.0,6.0,0,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:30+00:00
dynamic_node__clk6000ps__abc0__pd500__rlabase,dynamic_node,dynamic_node,1.0,6.0,0,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T04:49:51Z
dynamic_node__clk6000ps__abc0__pd500__rla035,dynamic_node,dynamic_node,1.0,6.0,0,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:31+00:00
dynamic_node__clk6000ps__abc0__pd560__rlabase,dynamic_node,dynamic_node,1.0,6.0,0,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:33+00:00
dynamic_node__clk6000ps__abc0__pd560__rla035,dynamic_node,dynamic_node,1.0,6.0,0,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:33+00:00
dynamic_node__clk6000ps__abc1__pd440__rlabase,dynamic_node,dynamic_node,1.0,6.0,1,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:34+00:00
dynamic_node__clk6000ps__abc1__pd440__rla035,dynamic_node,dynamic_node,1.0,6.0,1,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:34+00:00
dynamic_node__clk6000ps__abc1__pd500__rlabase,dynamic_node,dynamic_node,1.0,6.0,1,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:37+00:00
dynamic_node__clk6000ps__abc1__pd500__rla035,dynamic_node,dynamic_node,1.0,6.0,1,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:37+00:00
dynamic_node__clk6000ps__abc1__pd560__rlabase,dynamic_node,dynamic_node,1.0,6.0,1,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc1__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:40+00:00
dynamic_node__clk6000ps__abc1__pd560__rla035,dynamic_node,dynamic_node,1.0,6.0,1,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6000ps__abc1__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6000ps.sdc,success,,2026-03-02T19:39:40+00:00
dynamic_node__clk6300ps__abc0__pd440__rlabase,dynamic_node,dynamic_node,1.05,6.3,0,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc0__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:46:03+00:00
dynamic_node__clk6300ps__abc0__pd440__rla035,dynamic_node,dynamic_node,1.05,6.3,0,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc0__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:46:03+00:00
dynamic_node__clk6300ps__abc0__pd500__rlabase,dynamic_node,dynamic_node,1.05,6.3,0,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc0__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:46:06+00:00
dynamic_node__clk6300ps__abc0__pd500__rla035,dynamic_node,dynamic_node,1.05,6.3,0,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc0__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:46:06+00:00
dynamic_node__clk6300ps__abc0__pd560__rlabase,dynamic_node,dynamic_node,1.05,6.3,0,0.56,,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc0__pd560__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:46:09+00:00
dynamic_node__clk6300ps__abc0__pd560__rla035,dynamic_node,dynamic_node,1.05,6.3,0,0.56,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc0__pd560__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:46:08+00:00
dynamic_node__clk6300ps__abc1__pd440__rlabase,dynamic_node,dynamic_node,1.05,6.3,1,0.44,,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc1__pd440__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:52:34+00:00
dynamic_node__clk6300ps__abc1__pd440__rla035,dynamic_node,dynamic_node,1.05,6.3,1,0.44,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc1__pd440__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:52:34+00:00
dynamic_node__clk6300ps__abc1__pd500__rlabase,dynamic_node,dynamic_node,1.05,6.3,1,0.5,,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc1__pd500__rlabase,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:52:36+00:00
dynamic_node__clk6300ps__abc1__pd500__rla035,dynamic_node,dynamic_node,1.05,6.3,1,0.5,0.35,base,func,typical,typ,,,,,,dynamic_node__clk6300ps__abc1__pd500__rla035,/home/smscott/GNN_STA/configs/sdc_generated/dynamic_node/constraint_clk6300ps.sdc,success,,2026-03-02T19:52:37+00:00
