# stack: poly active metal1(routing) via1(5.0000e+00) metal2(routing) via2(5.0000e+00) metal3(routing) via3(5.0000e+00) metal4(routing) via4(3.0000e+00) metal5(routing) via5(3.0000e+00) metal6(routing) via6(3.0000e+00) metal7(routing) via7(1.0000e+00) metal8(routing) via8(1.0000e+00) metal9(routing) via9(5.0000e-01) metal10(routing) OVERLAP
_000_,signal,0.000e+00 , 1.736e-16 , 0.000e+00 , 3.905e-16 , 2.989e+01 , 2.403e-16,0,0,0.0,2,4.685,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_001_,signal,0.000e+00 , 3.945e-16 , 0.000e+00 , 7.319e-16 , 3.543e+01 , 4.176e-16,0,0,0.0,2,5.225,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_002_,signal,0.000e+00 , 1.514e-16 , 0.000e+00 , 5.473e-16 , 1.525e+01 , 1.051e-16,0,0,0.0,2,6.565,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_003_,signal,0.000e+00 , 6.166e-15 , 0.000e+00 , 7.531e-15 , 3.618e+02 , 6.384e-15,0,0,0.0,10,23.76,9,37.05,4,14.25,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_004_,signal,0.000e+00 , 1.817e-16 , 0.000e+00 , 4.181e-16 , 1.375e+01 , 1.008e-16,0,0,0.0,2,5.015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_005_,signal,0.000e+00 , 5.913e-16 , 0.000e+00 , 7.740e-16 , 3.857e+01 , 5.205e-16,0,0,0.0,2,5.73,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_006_,signal,0.000e+00 , 2.949e-16 , 0.000e+00 , 7.665e-16 , 2.975e+01 , 2.090e-16,0,0,0.0,2,5.64,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_007_,signal,0.000e+00 , 2.926e-16 , 0.000e+00 , 4.727e-16 , 2.068e+01 , 2.534e-16,0,0,0.0,2,5.67,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_008_,signal,0.000e+00 , 4.582e-16 , 0.000e+00 , 7.402e-16 , 3.586e+01 , 4.613e-16,0,0,0.0,2,5.325,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_009_,signal,0.000e+00 , 1.817e-16 , 0.000e+00 , 4.197e-16 , 1.375e+01 , 8.036e-17,0,0,0.0,2,5.035,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_010_,signal,0.000e+00 , 1.210e-16 , 0.000e+00 , 4.860e-16 , 1.425e+01 , 9.892e-17,0,0,0.0,2,5.83,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_011_,signal,0.000e+00 , 5.175e-16 , 0.000e+00 , 7.277e-16 , 3.554e+01 , 4.909e-16,0,0,0.0,2,5.175,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_012_,signal,0.000e+00 , 1.491e-16 , 0.000e+00 , 3.134e-16 , 1.418e+01 , 1.016e-16,0,0,0.0,2,3.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_013_,signal,0.000e+00 , 1.817e-16 , 0.000e+00 , 4.814e-16 , 1.375e+01 , 8.432e-17,0,0,0.0,2,5.775,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_014_,signal,0.000e+00 , 1.817e-16 , 0.000e+00 , 3.864e-16 , 1.375e+01 , 7.995e-17,0,0,0.0,2,4.635,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_015_,signal,0.000e+00 , 1.817e-16 , 0.000e+00 , 4.181e-16 , 1.375e+01 , 7.995e-17,0,0,0.0,2,5.015,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_016_,signal,0.000e+00 , 2.790e-16 , 0.000e+00 , 5.548e-16 , 2.986e+01 , 2.385e-16,0,0,0.0,2,3.1,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_017_,signal,0.000e+00 , 2.606e-16 , 0.000e+00 , 6.056e-16 , 2.696e+01 , 1.918e-16,0,0,0.0,2,3.71,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_018_,signal,0.000e+00 , 1.803e-16 , 0.000e+00 , 8.465e-16 , 1.704e+01 , 1.549e-16,0,0,0.0,2,6.6,2,2.85,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
_019_,signal,0.000e+00 , 2.097e-16 , 0.000e+00 , 4.531e-16 , 1.536e+01 , 1.338e-16,0,0,0.0,2,5.435,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0
